-8.809145713105251407e-02,-6.340342379032430642e-02,-1.330279130709836888e-01,-5.175808470881769485e-02,-1.722225007059448310e-01,-9.444637889634907579e-02,-1.278723505475934108e-01,-1.649589885720544324e-01,-1.808005176555246840e-01,-1.364134226566376118e-01,-1.635540246520006125e-01,-5.131727865489875418e-02,-1.822186349119842563e-01,-1.079472235609503367e-01,-8.685934175771897747e-02,-1.327503045006804550e-01,-1.100019653677305892e-01,-1.437738795762134314e-01,-1.534253090977865941e-01,-1.543538027230795528e-01,-1.534364787227585902e-01,-9.608681403074090244e-02,-6.938415995951754955e-02,-9.947575858657374537e-02,-1.528001772524195945e-01,-1.311648505936334752e-01,-1.963559141563280264e-01,-3.635864703537337178e-02,-8.265176858091607959e-02,-1.403893630037487128e-01,-1.029886467798457328e-01,-9.387239183249621033e-02,-5.791341823332035038e-02,-1.684771317212523101e-01,-1.562067659193671632e-01,-1.699059226525735100e-01,-9.837053600785189422e-02,-2.053420951524738969e-01,-9.351542376800761613e-02,-1.439775348513693543e-01,-1.674575238527055698e-01,-9.863053881443208104e-02,-1.400442026935121709e-01,-1.385697150372040831e-01,-1.377655234965921294e-01,-1.160485309442629565e-01,-1.439123313507050250e-01,-1.136841402199372797e-01,-1.771435241573358355e-01,-7.579158080714612500e-02,-1.350910714636812671e-01,-9.965103892111774886e-02,-1.689550017290566419e-01,-1.666083176533890153e-01,-5.075535134955537486e-02,-1.226989899835768394e-01,-2.130852915858350016e-01,-1.221732428865918707e-01,-8.255453531559227287e-02,-1.458060158170938203e-01,-5.510934276031172196e-02,-1.671191282938296330e-01,-7.814321570495351421e-02,-1.023199637388534922e-01,-9.216135842281668322e-02,-1.738823016141687605e-01,1.013078116110402993e-01,-7.404156233850044122e-02,-1.839488704023652110e-01,-1.725073785567050877e-01,-1.366648760874618340e-01,-1.931098590910503288e-01,-1.768611364722152968e-01,-1.069014561665404817e-01,-6.941407657060898184e-02,-7.605367725656581035e-02,-1.611181402847188526e-01,-1.020475188740018607e-01,-1.108844800574488171e-01,-1.391818526967612546e-01,-1.697478284318956754e-01,-1.145073854330477675e-01,-9.001489002695056696e-02,-1.180594325764592126e-02,-1.907206669485439765e-01,-1.653063468076969300e-01,-1.707595419635553058e-01,-1.926944906656107570e-01,-1.201315939195763682e-01,-7.621969306728318405e-02,-6.811709289942348422e-02,-7.643108593784055105e-02,-1.343636964111720455e-01,-2.021886213626490625e-01,-1.119229005337943478e-01,-1.498440525589668781e-01,-1.372833570096585465e-01,-1.393383327672837457e-01,-1.469112859028372242e-01,-5.816118923637380450e-02
-8.379658273739630514e-02,-6.480721676175460466e-02,-1.291207798231892578e-01,-4.752834355878696182e-02,-1.623344047076117347e-01,-9.054571658437388093e-02,-1.239388118005858574e-01,-1.546293128414021334e-01,-1.722813112981289863e-01,-1.323927956766623171e-01,-1.561196768934312584e-01,-5.260812999446604077e-02,-1.742981212912033395e-01,-1.062687483987070636e-01,-8.642161960653214903e-02,-1.252625619851000238e-01,-1.079726823400556784e-01,-1.381311587965471654e-01,-1.481894468260890885e-01,-1.493275438751247020e-01,-1.459836523623631588e-01,-9.476938466345992407e-02,-6.963330096950799686e-02,-9.180543857577207201e-02,-1.457463661391398269e-01,-1.224896003364435437e-01,-1.869630098386778350e-01,-2.988575649191189260e-02,-8.190959758614860253e-02,-1.360383543540609474e-01,-1.009494911331894618e-01,-8.886001849287238075e-02,-5.943073982536049155e-02,-1.614297799949227785e-01,-1.438368740318582140e-01,-1.573935687664590188e-01,-9.705378082374224724e-02,-1.929735253245850324e-01,-9.173743509400267282e-02,-1.380864742250797750e-01,-1.598393943137652318e-01,-9.372371413538699292e-02,-1.353097272171899790e-01,-1.320872489466345390e-01,-1.278071031015320658e-01,-1.120060123423577969e-01,-1.394864645234280276e-01,-1.073267556455981403e-01,-1.666340753674524222e-01,-7.613040110217215994e-02,-1.316369021042889942e-01,-9.114513237993625283e-02,-1.610312098760587618e-01,-1.572499065868790957e-01,-5.234891993958976780e-02,-1.198016458103193793e-01,-2.014356704069268922e-01,-1.144389588540377228e-01,-7.514274720730684809e-02,-1.412510328085008759e-01,-5.678687248395661996e-02,-1.581540891423074136e-01,-7.136954087760029319e-02,-9.438538130654668123e-02,-9.022463299111170565e-02,-1.642308529277052564e-01,9.123321102570779162e-02,-7.447166429379313557e-02,-1.746961934549579043e-01,-1.645728790702597477e-01,-1.292908607486683570e-01,-1.836741437431119173e-01,-1.697440987669336931e-01,-1.047837609883149890e-01,-6.181925716508935437e-02,-7.617406156489532620e-02,-1.557049780350030499e-01,-1.010930765925645292e-01,-1.028107373910890077e-01,-1.345965929396347738e-01,-1.618216518933615067e-01,-1.100150104644159743e-01,-8.952450857064953027e-02,-1.631032510273937308e-02,-1.818342160604119462e-01,-1.595199324362802928e-01,-1.644324647329208633e-01,-1.831360900323120156e-01,-1.166215608559768163e-01,-7.654395199281725792e-02,-6.072926944599824767e-02,-6.949826926074641198e-02,-1.276660791490438762e-01,-1.908137594520161462e-01,-1.103276351068000899e-01,-1.437325284067000331e-01,-1.306699522702326199e-01,-1.341744616352836261e-01,-1.424412676490983687e-01,-5.074712651592795665e-02
-7.940937125696208299e-02,-6.600291444237280092e-02,-1.251164293684442763e-01,-4.320892889765257094e-02,-1.525374350053454175e-01,-8.652774770795705617e-02,-1.199100412453056735e-01,-1.443718409004947356e-01,-1.638266334178616335e-01,-1.282859152090848609e-01,-1.487570021246056862e-01,-5.368626819579282172e-02,-1.663996005743932360e-01,-1.044521871202662155e-01,-8.581400722385791602e-02,-1.177540091743752432e-01,-1.058032971616467560e-01,-1.324326502775287628e-01,-1.429143192778200566e-01,-1.442687485582057616e-01,-1.385878980283687112e-01,-9.329183375949244572e-02,-6.968654708074289994e-02,-8.415559266387173665e-02,-1.386587400932155212e-01,-1.138268583285785285e-01,-1.776247601692415301e-01,-2.344361684884005426e-02,-8.099026023045366451e-02,-1.316073839375492271e-01,-9.876301964575827375e-02,-8.375957970287187249e-02,-6.073595921074741860e-02,-1.543902317508753230e-01,-1.316101408600867662e-01,-1.450200561123125564e-01,-9.558120699891713146e-02,-1.807132941495042666e-01,-8.980707482767145977e-02,-1.321282027065238951e-01,-1.522813549203840267e-01,-8.872387990493220411e-02,-1.304914294028595989e-01,-1.256574822208736120e-01,-1.179277325707997481e-01,-1.078484592654485735e-01,-1.349978244318861265e-01,-1.009132479311228847e-01,-1.561981306012738824e-01,-7.627601774898032372e-02,-1.280970811675962995e-01,-8.270340254500413435e-02,-1.531249517823511097e-01,-1.480034642323807270e-01,-5.372217884056597337e-02,-1.168010366379619580e-01,-1.898829059838352540e-01,-1.066980880750060673e-01,-6.774174429598614489e-02,-1.366274493222192354e-01,-5.824399262988733811e-02,-1.492596262819901598e-01,-6.457618725592485787e-02,-8.646355286200449464e-02,-8.813543904365025994e-02,-1.546296342065516527e-01,8.151168067764832936e-02,-7.470842168087142576e-02,-1.654746174580420948e-01,-1.566964309997496974e-01,-1.218843921272748099e-01,-1.743074458010290262e-01,-1.626580076140994591e-01,-1.025489188622898951e-01,-5.428739019388847953e-02,-7.610506272090482305e-02,-1.502605479624617157e-01,-9.997769330436601098e-02,-9.473374997438754885e-02,-1.299342562152408787e-01,-1.539578374004572370e-01,-1.054359452528623037e-01,-8.887220002189448465e-02,-2.054388913766428196e-02,-1.729765421583593088e-01,-1.537032261983181103e-01,-1.580867799198141799e-01,-1.736541415825960388e-01,-1.130018757690454678e-01,-7.667805288189065427e-02,-5.333934142700974546e-02,-6.258887778387907386e-02,-1.209147007559347037e-01,-1.795368612284509446e-01,-1.085937775933829980e-01,-1.376264582040276629e-01,-1.239976477255309989e-01,-1.289623348210566511e-01,-1.379075984546893618e-01,-4.336452958898894677e-02
-7.493120710026346387e-02,-6.699281892212483047e-02,-1.210163669517451829e-01,-3.880119922120690845e-02,-1.428313232646877817e-01,-8.239396269078314017e-02,-1.157874974204956137e-01,-1.341865902745639216e-01,-1.554364526461334273e-01,-1.240941463888828172e-01,-1.414658124867906042e-01,-5.455391390291297604e-02,-1.585235131161563116e-01,-1.024993327758886158e-01,-8.503846740936578386e-02,-1.102253809527581618e-01,-1.034955841841667529e-01,-1.266794585393049566e-01,-1.376008493188370096e-01,-1.391782864135759357e-01,-1.312491449394382337e-01,-9.165601221132375909e-02,-6.954597851960971078e-02,-7.652652184879192576e-02,-1.315383187379398910e-01,-1.051772217710442020e-01,-1.683413611991138037e-01,-1.703232333272182084e-02,-7.989572663329157221e-02,-1.270977498357408475e-01,-9.643102848552426165e-02,-7.857243969501327696e-02,-6.183142093717647336e-02,-1.473590334882454445e-01,-1.195259279407481917e-01,-1.327848079102627310e-01,-9.395467168259657997e-02,-1.685611703984574994e-01,-8.772616580792612362e-02,-1.261039136461675481e-01,-1.447833586298295228e-01,-8.363237269483761449e-02,-1.255906450814072706e-01,-1.192803219319229086e-01,-1.081273280867360298e-01,-1.035773610109096549e-01,-1.304475468337449595e-01,-9.444470400852730818e-02,-1.458357231519621100e-01,-7.623055937124531556e-02,-1.244729521276277534e-01,-7.432574647772362264e-02,-1.452366929999693301e-01,-1.388684683298507805e-01,-5.487739954232641326e-02,-1.136986019613131782e-01,-1.784268733954299802e-01,-9.895135721246130223e-02,-6.035198636114030152e-02,-1.319364743105352622e-01,-5.948300051992673476e-02,-1.404356377503631903e-01,-5.776395919248261679e-02,-7.855495007632265492e-02,-8.589556064766383503e-02,-1.450789002464233368e-01,7.214016198966338722e-02,-7.475397678866912976e-02,-1.562845977331954739e-01,-1.488780399418406508e-01,-1.144463533638925695e-01,-1.650097750193845192e-01,-1.556031517670950215e-01,-1.001984620148413802e-01,-4.681831293781284903e-02,-7.584879872832349379e-02,-1.447857322800127078e-01,-9.870328083747827164e-02,-8.665418347549071199e-02,-1.251960855101350023e-01,-1.461563374033929552e-01,-1.007715564753145915e-01,-8.805989869176124307e-02,-2.450935623816985834e-02,-1.641481155870439523e-01,-1.478571302116730990e-01,-1.517232973277022057e-01,-1.642485779305807025e-01,-1.092740643427305425e-01,-7.662412061289371190e-02,-4.594797322440719034e-02,-5.570312341263892325e-02,-1.141106151808036623e-01,-1.683577371736524608e-01,-1.067230932189108250e-01,-1.315262874610155786e-01,-1.172675370089631824e-01,-1.237029708604599904e-01,-1.333114460548290026e-01,-3.601363947422863560e-02
-7.036347467781421672e-02,-6.777923229095672575e-02,-1.168220978180886938e-01,-3.430651302524241608e-02,-1.332158011511810625e-01,-7.814585195653675487e-02,-1.115726388648987100e-01,-1.240735784888416238e-01,-1.471107376143554746e-01,-1.198188543510339960e-01,-1.342459201212529152e-01,-5.521328775986047294e-02,-1.506702992710951261e-01,-1.004119784158352402e-01,-8.409696296272546612e-02,-1.026774122045011478e-01,-1.010513177592787665e-01,-1.208726881020225630e-01,-1.322499598149978195e-01,-1.340570270824885668e-01,-1.239673223142348651e-01,-8.986377091143929463e-02,-6.921367551249602013e-02,-6.891852712845197848e-02,-1.243861216966064692e-01,-9.654128786484658664e-02,-1.591130089793895419e-01,-1.065197117012124488e-02,-7.862796691412274330e-02,-1.225107501301633123e-01,-9.395531382045962943e-02,-7.329996270181539375e-02,-6.271946955234315724e-02,-1.403367317061690878e-01,-1.075835968105381957e-01,-1.206872473804386503e-01,-9.217603202400082019e-02,-1.565169228426710468e-01,-8.549653087367890814e-02,-1.200148003944768033e-01,-1.373453583993696769e-01,-7.845052907687330435e-02,-1.206087100837196363e-01,-1.129556751517841739e-01,-9.840580583168209716e-02,-9.919420687611556209e-02,-1.258367674866703034e-01,-8.792221080982746961e-02,-1.355468863126794987e-01,-7.599615459264211226e-02,-1.207658584584081485e-01,-6.601206123949714122e-02,-1.373668990809495671e-01,-1.298443966192464605e-01,-5.581685353471353001e-02,-1.104957812751818230e-01,-1.670674477205812691e-01,-9.119949292936817276e-02,-5.297393318227965053e-02,-1.271793167257356805e-01,-6.050619347589774460e-02,-1.316820215849121567e-01,-5.093366103982913118e-02,-7.066004462059716218e-02,-8.350678187038400313e-02,-1.355789058430359739e-01,6.311559638455467580e-02,-7.461047190612021818e-02,-1.471265896019959829e-01,-1.411177114931985443e-01,-1.069776275991331238e-01,-1.557811411527618428e-01,-1.485798199793030849e-01,-9.773392267234569386e-02,-3.941186267766905171e-02,-7.540738759088079501e-02,-1.392814132005742445e-01,-9.727175101997354023e-02,-7.857270356254493493e-02,-1.203833238108726611e-01,-1.384171043523791944e-01,-9.602321080870089565e-02,-8.708953889132585446e-02,-2.820944728000532309e-02,-1.553494066911242089e-01,-1.419825465942081144e-01,-1.453428267600520296e-01,-1.549193316903844098e-01,-1.054396522609804404e-01,-7.638428006421699168e-02,-3.855582922013993386e-02,-4.884121805242661735e-02,-1.072548763726101362e-01,-1.572761977693201974e-01,-1.047173472087514073e-01,-1.254324616877298126e-01,-1.104807137539387807e-01,-1.183973882893510632e-01,-1.286539781847363395e-01,-2.869469719031896363e-02
-6.570755840012815208e-02,-6.836445663881458856e-02,-1.125351272124714558e-01,-2.972622880555158068e-02,-1.236906003303675644e-01,-7.378490592890259159e-02,-1.072669241172579113e-01,-1.140328230685598021e-01,-1.388494569539389101e-01,-1.154614042305162069e-01,-1.270971371692596885e-01,-5.566661041066929549e-02,-1.428403993938122951e-01,-9.819191709036709237e-02,-8.299145668360671801e-02,-9.511083781385661073e-02,-9.847227223864589429e-02,-1.150134434858286203e-01,-1.268625736321602471e-01,-1.289058402061973030e-01,-1.167423593714217445e-01,-8.791696075232456609e-02,-6.869171828578937711e-02,-6.133190950077134496e-02,-1.172031685925088440e-01,-8.791965381099169086e-02,-1.499398995611638530e-01,-4.302655587602344234e-03,-7.718895119240760938e-02,-1.178476829023442779e-01,-9.133767181853674755e-02,-6.794351295579696692e-02,-6.340244960394296470e-02,-1.333238729037820314e-01,-9.578250900615245533e-02,-1.087267977429693111e-01,-9.024714517235007949e-02,-1.445803202533713361e-01,-8.311999286384218200e-02,-1.138620563019178272e-01,-1.299673071862723073e-01,-7.317968562280934008e-02,-1.155469602406833107e-01,-1.066834489524590979e-01,-8.876308198797912274e-02,-9.470048615844088580e-02,-1.211666221483280875e-01,-8.134685526703934466e-02,-1.253316533765883034e-01,-7.557493203684564897e-02,-1.169771436339622078e-01,-5.776224389172703033e-02,-1.295160355773277427e-01,-1.209307268405248048e-01,-5.654281230756984938e-02,-1.071940140743768283e-01,-1.558045040381594304e-01,-8.344322188869139623e-02,-4.560804453891451754e-02,-1.223571855201071035e-01,-6.131586881962333702e-02,-1.229986758231226829e-01,-4.408609715051995531e-02,-6.277930816592389163e-02,-8.097088677904239196e-02,-1.261299057921051459e-01,5.443492528512387796e-02,-7.428004932215862000e-02,-1.380010483860217574e-01,-1.334154512504893697e-01,-9.947909797360804385e-02,-1.466215539557442216e-01,-1.415883010041064372e-01,-9.515683306117914131e-02,-3.206787669426369031e-02,-7.478294731230612780e-02,-1.337484729370645165e-01,-9.568501567992404588e-02,-7.048997590369666943e-02,-1.154972141040096073e-01,-1.307400906976264598e-01,-9.119227492994932960e-02,-8.596305493166429834e-02,-3.164688313891992483e-02,-1.465808858152583549e-01,-1.360803774637862618e-01,-1.389461780203307961e-01,-1.456663354761254525e-01,-1.015001652077435340e-01,-7.596065611425098507e-02,-3.116357379615729978e-02,-4.200337360864272312e-02,-1.003485382803135234e-01,-1.462920534971534348e-01,-1.025783047882726784e-01,-1.193454263942365645e-01,-1.036382715938675148e-01,-1.130466056435873307e-01,-1.239363625796304075e-01,-2.140794375593187485e-02
-6.096484267771883070e-02,-6.875079405564425705e-02,-1.081569603798899215e-01,-2.506170505792677111e-02,-1.142554524677891481e-01,-6.931261503156510573e-02,-1.028718117163159584e-01,-1.040643415389500281e-01,-1.306525792962944521e-01,-1.110231611623069825e-01,-1.200192757720773967e-01,-5.591610249937330884e-02,-1.350342538389100455e-01,-9.584094184974494002e-02,-8.172391137167905883e-02,-8.752639266507666882e-02,-9.576022197393098401e-02,-1.091028292108697090e-01,-1.214396136361818729e-01,-1.237255954259551538e-01,-1.095741853296618162e-01,-8.581743262646480963e-02,-6.798218706587720594e-02,-5.376696996366914921e-02,-1.099904790489402429e-01,-7.931291681048524556e-02,-1.408222289955312623e-01,2.015528188270894038e-03,-7.558064958760647711e-02,-1.131098462338109290e-01,-8.857989864772761179e-02,-6.250445468947657401e-02,-6.388270563967118898e-02,-1.263210035802198039e-01,-8.412202606428632878e-02,-9.690288221798350199e-02,-8.816986827686439099e-02,-1.327511314017842392e-01,-8.059837461732799468e-02,-1.076468747189563702e-01,-1.226491579478050237e-01,-6.782117890441564934e-02,-1.104067313831845754e-01,-1.004635504059492035e-01,-7.919907273796797376e-02,-9.009768815525991126e-02,-1.164382465763838109e-01,-7.471972431217883959e-02,-1.151900576368505152e-01,-7.496902032753069434e-02,-1.131081511283144603e-01,-4.957619149581554696e-02,-1.216845680411396263e-01,-1.121269367336427125e-01,-5.705754735073771677e-02,-1.037947398537066995e-01,-1.446379174270341905e-01,-7.568327075339537080e-02,-3.825478021055506161e-02,-1.174712896459360195e-01,-6.191432387292632872e-02,-1.143854985024801152e-01,-3.722207187711049081e-02,-5.491321238339862826e-02,-7.828965944087036555e-02,-1.167321548893461569e-01,4.609509011417250307e-02,-7.376485132571816705e-02,-1.289084294068503500e-01,-1.257712648103788411e-01,-9.195164762792859547e-02,-1.375310231829146301e-01,-1.346288835948873941e-01,-9.246872540771779170e-02,-2.478619226840325998e-02,-7.397759589632872668e-02,-1.281877937024012426e-01,-9.394498664540171240e-02,-6.240666616709218684e-02,-1.105389993761010797e-01,-1.231252488893448127e-01,-8.628011551598770146e-02,-8.468238112385242933e-02,-3.482438469066285319e-02,-1.378430233041043063e-01,-1.301515249382699524e-01,-1.325341609120053443e-01,-1.364895219019217343e-01,-9.745712886696800137e-02,-7.535537364138601701e-02,-2.377187133440853903e-02,-3.518980198668769654e-02,-9.339265485287297219e-02,-1.354051148388513148e-01,-1.003077311828422941e-01,-1.132656270906015616e-01,-9.674130416215875883e-02,-1.076516414590259485e-01,-1.191597669747298666e-01,-1.415362018973922303e-02
-5.613671192110007702e-02,-6.894054663139184691e-02,-1.036891025653407378e-01,-2.031430027816043954e-02,-1.049100892289880765e-01,-6.473046968820900249e-02,-9.838876020081588347e-02,-9.416815142524431748e-02,-1.225200732728331937e-01,-1.065054902813841603e-01,-1.130121480709731369e-01,-5.596398467000648913e-02,-1.272523029609909373e-01,-9.336084574422978677e-02,-8.029628982661221603e-02,-7.992481164241370395e-02,-9.291694131679717472e-02,-1.031419497972927979e-01,-1.159820026929205827e-01,-1.185171623830156562e-01,-1.024627294076182193e-01,-8.356703742634551124e-02,-6.708716207914709739e-02,-4.622400951506479977e-02,-1.027490726891942124e-01,-7.072167406433328696e-02,-1.317601933335868225e-01,8.302484930934453389e-03,-7.380503221917981971e-02,-1.082985382060908802e-01,-8.568379047600450937e-02,-5.698415213537303542e-02,-6.416258220722338701e-02,-1.193286702346183226e-01,-7.260150952163553495e-02,-8.521492402561017809e-02,-8.594605848676392656e-02,-1.210291250591360723e-01,-7.793349897304871488e-02,-1.013704489960585570e-01,-1.153908636412357830e-01,-6.237634549346229851e-02,-1.051893593421100864e-01,-9.429588658425626380e-02,-6.971369426398982272e-02,-8.538730216394724293e-02,-1.116527765285034307e-01,-6.804190487726188841e-02,-1.051221323866283752e-01,-7.418054808837215575e-02,-1.091602244154896290e-01,-4.145380111316507299e-02,-1.138729620244212093e-01,-1.034325040385573879e-01,-5.736333015405967184e-02,-1.002993981079802893e-01,-1.335675629660758590e-01,-6.792036618644484158e-02,-3.091459997671162918e-02,-1.125228380555090280e-01,-6.230385595762969603e-02,-1.058423876604701608e-01,-3.034238957215631971e-02,-4.706222894411727503e-02,-7.546488392309957938e-02,-1.073859079304747277e-01,3.809303229450221318e-02,-7.306702020573280221e-02,-1.198491879860597992e-01,-1.181851577695328948e-01,-8.439615970270637757e-02,-1.285095585888564595e-01,-1.277018565050287713e-01,-8.967113193833795015e-02,-1.756664668089432182e-02,-7.299345134667802049e-02,-1.226002577095026691e-01,-9.205357574447883828e-02,-5.432344002087793888e-02,-1.055099226137027613e-01,-1.155725313777448554e-01,-8.128809924374409690e-02,-8.324945177896631021e-02,-3.774467281098334293e-02,-1.291362895023202562e-01,-1.241968911355222915e-01,-1.261075852385427631e-01,-1.273888235818916304e-01,-9.331206892260228425e-02,-7.457055752401270388e-02,-1.638138621684298926e-02,-2.840071509196213234e-02,-8.638828003924781118e-02,-1.246151922761131042e-01,-9.790739161782816002e-02,-1.071935092868909478e-01,-8.979090509222222016e-02,-1.022135142715243361e-01,-1.143253591052538626e-01,-6.931967510412962580e-03
-5.122455054078562525e-02,-6.893601645600337668e-02,-9.913305901382059304e-02,-1.548537296204504331e-02,-9.565424227950654334e-02,-6.003996032251890380e-02,-9.381922810950062142e-02,-8.434427025267449141e-02,-1.144519075149662002e-01,-1.019097567227254947e-01,-1.060755662072137978e-01,-5.581247756660279169e-02,-1.194949871146575859e-01,-9.075342182408259462e-02,-7.871055484807587543e-02,-7.230682963012002862e-02,-8.994420461890749452e-02,-9.713190976524474496e-02,-1.104906636682340404e-01,-1.132814107186322083e-01,-9.540792082395410656e-02,-8.116762604445211526e-02,-6.600872355198660058e-02,-3.870332915287764963e-02,-9.547996913656424389e-02,-6.214652277354178883e-02,-1.227539886264255031e-01,1.455811941382428691e-02,-7.186406920658798547e-02,-1.034150569007116355e-01,-8.265114347133963035e-02,-5.138396952600506051e-02,-6.424442385429496305e-02,-1.123474193661133519e-01,-6.122032091489567479e-02,-7.366234638597836393e-02,-8.357757295126895525e-02,-1.094140699966531793e-01,-7.512718876991655859e-02,-9.503397248369041539e-02,-1.081923772238323894e-01,-5.684652196171932625e-02,-9.989617994834633363e-02,-8.818036455938199625e-02,-6.030686274838579358e-02,-8.057081748187734649e-02,-1.068113477623526680e-01,-6.131448389430454310e-02,-9.512791091908416596e-02,-7.321164394304498224e-02,-1.051347069695125064e-01,-3.339496980517799724e-02,-1.060816830792084831e-01,-9.484690649522592443e-02,-5.746243220737815016e-02,-9.670942833200639466e-02,-1.225933157341545648e-01,-6.015523485080445654e-02,-2.358796361689449728e-02,-1.075130397011128114e-01,-6.248676239555635975e-02,-9.736924133457838804e-02,-2.344785458821297547e-02,-3.922682951917574184e-02,-7.249834429296161953e-02,-9.809141971120635684e-02,3.042569324891468766e-02,-7.218869825113645444e-02,-1.108237794452280600e-01,-1.106571357246175363e-01,-7.681351733855286412e-02,-1.195571699281528372e-01,-1.208075084879131483e-01,-8.676558487941589404e-02,-1.040907721254349244e-02,-7.183263166708339642e-02,-1.169867471712869172e-01,-9.001269480522752775e-02,-4.624096313320033569e-02,-1.004112268033702238e-01,-1.080818906130368989e-01,-7.621759279014653221e-02,-8.166620120808187888e-02,-4.041046837563062183e-02,-1.204611547545645367e-01,-1.182173781734061208e-01,-1.196672608034101831e-01,-1.183641731301534328e-01,-8.906651105859468565e-02,-7.360833264052146774e-02,-8.992782825409977726e-03,-2.163632482986661137e-02,-7.933646778839743841e-02,-1.139220962906382084e-01,-9.537905131859811259e-02,-1.011295184931707558e-01,-8.278816801746746723e-02,-9.673324261693987125e-02,-1.094343067064213193e-01,2.567732633749757079e-04
-4.622974294728920963e-02,-6.873950561942486492e-02,-9.449033497032609252e-02,-1.057628160537302936e-02,-8.648764328488674213e-02,-5.524257735817943160e-02,-8.916467398111307952e-02,-7.459271554647244062e-02,-1.064480506541044258e-01,-9.723732562130871226e-02,-9.920934232206622683e-02,-5.546380183319618573e-02,-1.117627466545124265e-01,-8.802046313956432555e-02,-7.696866923573975061e-02,-6.467318151244794144e-02,-8.684378623192504087e-02,-9.107381363487239423e-02,-1.049665194279801178e-01,-1.080192100740581945e-01,-8.840968879733258901e-02,-7.862104937326999665e-02,-6.474895171078325073e-02,-3.120522987502699283e-02,-8.818418801434382837e-02,-5.358806013911668331e-02,-1.138038109251421071e-01,2.078233641037640841e-02,-6.975973066929146149e-02,-9.846070039920071237e-02,-7.948375380170526194e-02,-4.570527109389140030e-02,-6.413057512858137688e-02,-1.053777974738407258e-01,-4.997782178076232845e-02,-6.224457251921697298e-02,-8.106626881959960729e-02,-9.790573498556169596e-02,-7.218126684684381122e-02,-8.863863853231802870e-02,-1.010536516528626610e-01,-5.123304488095678511e-02,-9.452852903277988994e-02,-8.211689140332807668e-02,-5.097849437349697560e-02,-7.564972340642472926e-02,-1.019150960355973690e-01,-5.453854829532276544e-02,-8.520742652738012846e-02,-7.206443651522403959e-02,-1.010329422644077740e-01,-2.539959463325664607e-02,-9.831119675753738352e-02,-8.636962184360534589e-02,-5.735712500053562896e-02,-9.302627002059379868e-02,-1.117150508101405204e-01,-5.238860340943884281e-02,-1.627533091061394988e-02,-1.024431035350339553e-01,-6.246534050852924763e-02,-8.896595756229035146e-02,-1.653927127783595338e-02,-3.140748577966993860e-02,-6.939182461768803045e-02,-8.884894502725670939e-02,2.309001440021154691e-02,-7.113202775086309437e-02,-1.018326591059330738e-01,-1.031872042722985772e-01,-6.920460367607951524e-02,-1.106738669553870569e-01,-1.139461282969232159e-01,-8.375361645732784521e-02,-3.313321144157300394e-03,-7.049725486127422780e-02,-1.113481443006720945e-01,-8.782425565571996828e-02,-3.815990117220578737e-02,-9.524415493165895585e-02,-1.006532790454314208e-01,-7.106996283212305143e-02,-7.993456372227514262e-02,-4.282449226035393158e-02,-1.118180894054952856e-01,-1.122138881697842816e-01,-1.132139974100746516e-01,-1.094155031608252671e-01,-8.472198095889360570e-02,-7.247082386930280007e-02,-1.606725542058806081e-03,-1.489684310580170236e-02,-7.223827204928114087e-02,-1.033256373641259634e-01,-9.272447551052004355e-02,-9.507410021950700452e-02,-7.573418657130416565e-02,-9.121184503113000108e-02,-1.044877775134512299e-01,7.412361112952686390e-03
